Galaxy	rho0	rnfw	sig0	sigb	rdisc	rbulge	ChiSq
NGC 3672	28000000000	52.9999968	4.3E+13	1E+12	3.6133261	0.100000002	1.4866
							
Rkpc	Vkms	Vhalo	Vdisc	Vbulge			
0.05	8.17544	5.572906638	5.349062748	17.38824634			
0.1	15.13671	7.876331345	9.857863441	12.2953469			
0.15	20.56873	9.640444427	13.99788849	10.03910871			
0.2	24.70579	11.12484853	17.88122318	8.694123172			
0.25	27.46013	12.43016892	21.56361408	7.776260167			
0.3	29.48961	13.60804714	25.07905943	7.098721844			
0.35	31.49676	14.6891811	28.45068864	6.572139366			
0.4	33.50391	15.69358547	31.69536776	6.147673451			
0.45	35.49586	16.63517176	34.8260042	5.796082115			
0.5	37.45622	17.52407561	37.85283451	5.498646296			
0.55	39.39904	18.36795373	40.78420306	5.242753535			
0.6	41.34069	19.1727586	43.62706189	5.019554354			
0.65	43.28233	19.94322715	46.38730673	4.822631829			
0.7	45.22398	20.68320263	49.07001183	4.647204312			
0.75	47.27055	21.3958546	51.67959897	4.489625901			
0.8	49.58307	22.08383375	54.21996258	4.347061586			
0.85	52.11268	22.74938379	56.69456424	4.217269195			
0.9	54.69836	23.39442403	59.10650557	4.098448967			
0.95	57.28405	24.02061166	61.45858535	3.989137296			
1	59.86973	24.62938937	63.75334489	3.888130083			
1.05	62.90426	25.22202241	65.99310471	3.794426432			
1.1	67.3046	25.7996278	68.17999427	3.707186577			
1.15	73.09009	26.36319767	70.31597665	3.625699998			
1.2	78.79397	26.91361795	72.4028689	3.549360922			
1.25	83.38112	27.45168375	74.44235923	3.477649269			
1.3	87.38404	27.97811193	76.43602147	3.41011567			
1.35	91.31095	28.49355145	78.38532744	3.346369569			
1.4	95.0215	28.99859216	80.29165749	3.286069683			
1.45	98.40882	29.49377203	82.15630961	3.228916285			
1.5	101.7868	29.9795834	83.98050736	3.174644919			
1.55	105.14875	30.45647823	85.76540678	3.123021236			
1.6	108.49166	30.92487258	87.51210234	3.073836726			
1.65	111.81566	31.38515056	89.22163236	3.026905165			
1.7	115.12383	31.83766761	90.8949836	2.982059646			
1.75	118.42371	32.28275348	92.53309551	2.939150076			
1.8	121.73177	32.72071474	94.13686388	2.898041057			
1.85	125.0803	33.15183701	95.70714417	2.85861009			
1.9	128.52258	33.57638696	97.24475449	2.820746033			
1.95	132.12804	33.99461396	98.75047826	2.784347785			
2	135.96054	34.40675172	100.2250666	2.749323148			
2.05	140.04424	34.81301955	101.6692406	2.715587844			
2.1	144.3334	35.21362364	103.0836932	2.683064661			
2.15	148.70644	35.60875811	104.469091	2.651682708			
2.2	152.99306	35.99860599	105.826076	2.621376767			
2.25	157.02589	36.3833401	107.1552668	2.592086722			
2.3	160.69182	36.76312384	108.4572605	2.563757055			
2.35	163.95436	37.13811188	109.7326335	2.536336405			
2.4	166.83565	37.50845083	110.9819428	2.509777177			
2.45	169.37354	37.87427977	112.205727	2.484035192			
2.5	171.58896	38.23573086	113.4045076	2.45906938			
2.55	173.48656	38.59292976	114.5787895	2.434841505			
2.6	175.08002	38.94599609	115.7290621	2.411315915			
2.65	176.41264	39.29504382	116.8557998	2.388459324			
2.7	177.55305	39.64018167	117.9594631	2.366240615			
2.75	178.57098	39.98151343	119.0404993	2.344630659			
2.8	179.51318	40.31913824	120.0993424	2.323602156			
2.85	180.39392	40.65315093	121.1364148	2.303129491			
2.9	181.20168	40.98364225	122.1521269	2.283188601			
2.95	181.91541	41.31069912	123.146878	2.263756855			
3	182.52135	41.63440485	124.1210571	2.24481295			
3.05	183.02319	41.95483937	125.0750425	2.226336809			
3.1	183.44112	42.27207938	126.0092033	2.208309494			
3.15	183.80286	42.58619858	126.9238988	2.190713122			
3.2	184.13345	42.8972678	127.8194795	2.173530793			
3.25	184.44948	43.20535515	128.6962874	2.15674652			
3.3	184.7588	43.51052622	129.554656	2.140345168			
3.35	185.06313	43.81284413	130.3949109	2.124312394			
3.4	185.36099	44.11236972	131.2173701	2.108634598			
3.45	185.65012	44.40916165	132.022344	2.09329887			
3.5	185.92891	44.7032765	132.8101362	2.07829295			
3.55	186.19759	44.99476887	133.5810432	2.063605183			
3.6	186.45798	45.2836915	134.3353548	2.049224484			
3.65	186.71272	45.57009533	135.0733547	2.0351403			
3.7	186.96431	45.8540296	135.79532	2.021342579			
3.75	187.21446	46.13554195	136.5015222	2.007821741			
3.8	187.46419	46.41467843	137.1922268	1.994568648			
3.85	187.71411	46.69148365	137.8676937	1.981574577			
3.9	187.96494	46.96600081	138.5281776	1.9688312			
3.95	188.21771	47.23827173	139.1739276	1.956330558			
4	188.47394	47.50833697	139.805188	1.944065042			
4.05	188.73508	47.77623585	140.4221981	1.932027372			
4.1	189.00209	48.04200651	141.0251922	1.920210579			
4.15	189.27492	48.30568594	141.6144004	1.908607992			
4.2	189.55257	48.56731008	142.1900478	1.897213216			
4.25	189.83353	48.8269138	142.7523555	1.88602012			
4.3	190.11633	49.08453099	143.3015402	1.875022824			
4.35	190.40004	49.34019458	143.8378144	1.864215686			
4.4	190.68407	49.59393657	144.3613866	1.853593288			
4.45	190.96817	49.8457881	144.8724615	1.843150426			
4.5	191.2523	50.09577944	145.3712399	1.832882099			
4.55	191.53644	50.34394004	145.857919	1.822783498			
4.6	191.82059	50.59029859	146.3326923	1.812849999			
4.65	192.10477	50.834883	146.7957497	1.803077151			
4.7	192.38916	51.07772046	147.2472779	1.793460671			
4.75	192.67419	51.31883747	147.68746	1.783996433			
4.8	192.96088	51.55825984	148.1164762	1.774680461			
4.85	193.2509	51.79601272	148.5345032	1.765508924			
4.9	193.54651	52.03212066	148.9417147	1.756478129			
4.95	193.84978	52.26660758	149.3382816	1.747584512			
5	194.16171	52.49949683	149.7243714	1.738824634			
5.05	194.48186	52.73081118	150.1001492	1.730195178			
5.1	194.8084	52.96057286	150.4657769	1.721692939			
5.15	195.13908	53.18880358	150.821414	1.713314822			
5.2	195.47198	53.41552453	151.167217	1.705057835			
5.25	195.80585	53.64075643	151.5033401	1.696919088			
5.3	196.14005	53.86451948	151.8299347	1.688895784			
5.35	196.4743	54.08683346	152.1471497	1.680985222			
5.4	196.80855	54.30771769	152.4551316	1.673184785			
5.45	197.14258	54.52719104	152.7540247	1.66549194			
5.5	197.47588	54.745272	153.0439706	1.657904238			
5.55	197.80724	54.96197861	153.3251088	1.650419305			
5.6	198.13437	55.17732856	153.5975766	1.643034841			
5.65	198.45406	55.39133912	153.8615091	1.63574862			
5.7	198.76292	55.60402722	154.117039	1.628558481			
