Galaxy	rho0	rnfw	sig0	sigb	rdisc	rbulge	ChiSq
NGC 1417	5E+11	33.59406382	6E+13	1E+12	1.526609065	0.1	1.8999
							
Rkpc	Vkms	Vhalo	Vdisc	Vbulge			
0.05	3.0255	18.74232639	8.76201052	17.38824601			
0.1	6.05101	26.47941893	15.8174244	12.29534667			
0.15	9.07651	32.39847892	22.09969847	10.03910852			
0.2	12.98764	37.37361546	27.83581345	8.694123006			
0.25	19.08706	41.74378493	33.14034885	7.776260019			
0.3	26.90624	45.68301215	38.08418083	7.098721709			
0.35	35.52765	49.2947864	42.7162064	6.572139241			
0.4	44.96848	52.64660878	47.07257886	6.147673334			
0.45	54.89262	55.78541604	51.18134703	5.796082004			
0.5	64.88293	58.74541935	55.06505656	5.498646192			
0.55	75.25561	61.55247341	58.74232834	5.242753435			
0.6	86.34164	64.22668662	62.22887487	5.019554258			
0.65	97.7758	66.78406768	65.53818613	4.822631738			
0.7	109.6996	69.23761069	68.68201025	4.647204224			
0.75	122.78344	71.59803653	71.67070099	4.489625815			
0.8	135.12178	73.87431491	74.5134756	4.347061503			
0.85	144.34789	76.07404161	77.21861062	4.217269115			
0.9	151.15359	78.20371712	79.7935933	4.09844889			
0.95	156.24162	80.26895654	82.24524075	3.98913722			
1	159.9669	82.27465037	84.57979523	3.888130009			
1.05	163.32297	84.22508957	86.80300111	3.79442636			
1.1	166.65276	86.12406406	88.920168	3.707186506			
1.15	169.38991	87.97494145	90.93622304	3.625699929			
1.2	171.02071	89.78073037	92.85575447	3.549360854			
1.25	172.1115	91.54413218	94.68304852	3.477649203			
1.3	173.20226	93.26758343	96.42212062	3.410115605			
1.35	174.29305	94.95329103	98.07674226	3.346369505			
1.4	175.3838	96.60326165	99.65046407	3.28606962			
1.45	176.24478	98.21932642	101.1466358	3.228916224			
1.5	177.04736	99.80316185	102.5684239	3.174644859			
1.55	177.75389	101.3563077	103.9188267	3.123021177			
1.6	178.35712	102.880182	105.2006882	3.073836667			
1.65	178.87556	104.3760946	106.4167097	3.026905107			
1.7	179.34068	105.8452581	107.5694607	2.982059589			
1.75	179.78537	107.2887979	108.6613886	2.93915002			
1.8	180.23849	108.7077609	109.6948266	2.898041002			
1.85	180.72391	110.1031229	110.6720022	2.858610036			
1.9	181.25871	111.4757952	111.5950435	2.820745979			
1.95	181.84964	112.8266306	112.465986	2.784347732			
2	182.49037	114.1564286	113.2867779	2.749323096			
2.05	183.16367	115.4659398	114.0592856	2.715587792			
2.1	183.84818	116.7558703	114.7852983	2.68306461			
2.15	184.52638	118.0268849	115.4665327	2.651682658			
2.2	185.18913	119.2796111	116.1046365	2.621376718			
2.25	185.83553	120.5146414	116.7011927	2.592086673			
2.3	186.46951	121.7325364	117.2577227	2.563757006			
2.35	187.09621	122.9338269	117.7756892	2.536336357			
2.4	187.71954	124.1190161	118.2564998	2.509777129			
2.45	188.34213	125.2885821	118.7015092	2.484035145			
2.5	188.96619	126.4429789	119.112022	2.459069334			
2.55	189.59474	127.5826386	119.489295	2.434841459			
2.6	190.23251	128.7079726	119.8345393	2.411315869			
2.65	190.88531	129.8193733	120.1489226	2.388459278			
2.7	191.55823	130.9172148	120.4335709	2.36624057			
2.75	192.25333	132.0018547	120.6895706	2.344630614			
2.8	192.9687	133.0736346	120.9179698	2.323602112			
2.85	193.69937	134.1328815	121.1197806	2.303129448			
2.9	194.43951	135.1799083	121.2959796	2.283188558			
2.95	195.18443	136.215015	121.4475106	2.263756812			
3	195.93129	137.2384891	121.5752846	2.244812908			
3.05	196.67877	138.2506067	121.6801823	2.226336767			
3.1	197.42641	139.2516329	121.7630544	2.208309452			
3.15	198.17421	140.2418222	121.8247233	2.19071308			
3.2	198.92255	141.2214198	121.8659841	2.173530752			
3.25	199.67249	142.1906611	121.8876052	2.156746479			
3.3	200.42639	143.1497733	121.8903299	2.140345127			
3.35	201.18808	144.0989748	121.8748771	2.124312354			
3.4	201.9622	145.0384764	121.8419419	2.108634557			
3.45	202.75273	145.9684814	121.792197	2.09329883			
3.5	203.56113	146.8891859	121.726293	2.07829291			
3.55	204.3856	147.8007793	121.6448595	2.063605144			
3.6	205.22208	148.7034445	121.5485056	2.049224445			
3.65	206.06589	149.5973584	121.437821	2.035140261			
3.7	206.91335	150.482692	121.3133761	2.021342541			
3.75	207.76231	151.3596107	121.1757231	2.007821703			
3.8	208.6122	152.2282746	121.0253966	1.99456861			
3.85	209.46411	153.0888388	120.8629137	1.981574539			
3.9	210.32251	153.9414535	120.6887754	1.968831162			
3.95	211.19783	154.7862642	120.5034664	1.956330521			
4	212.10867	155.6234121	120.3074559	1.944065005			
4.05	213.08051	156.453034	120.1011983	1.932027335			
4.1	214.1386	157.2752629	119.8851333	1.920210543			
4.15	215.29819	158.0902277	119.6596868	1.908607956			
4.2	216.55756	158.8980536	119.4252708	1.89721318			
4.25	217.90012	159.6988622	119.1822844	1.886020084			
4.3	219.30496	160.4927717	118.9311138	1.875022789			
4.35	220.7601	161.2798971	118.6721329	1.864215651			
4.4	222.27063	162.06035	118.4057038	1.853593253			
4.45	223.85719	162.8342393	118.1321768	1.843150391			
4.5	225.54391	163.6016706	117.851891	1.832882064			
4.55	227.34052	164.3627469	117.5651747	1.822783463			
4.6	229.22716	165.1175684	117.2723456	1.812849964			
4.65	231.15044	165.8662329	116.9737113	1.803077117			
4.7	233.03522	166.6088353	116.6695691	1.793460637			
4.75	234.80765	167.3454685	116.3602072	1.783996399			
4.8	236.41986	168.0762227	116.0459042	1.774680427			
4.85	237.86316	168.8011861	115.7269295	1.765508891			
4.9	239.16389	169.5204447	115.403544	1.756478096			
4.95	240.3656	170.2340822	115.076	1.747584478			
5	241.50906	170.9421805	114.7445415	1.738824601			
5.05	242.62004	171.6448195	114.4094044	1.730195146			
5.1	243.7074	172.3420771	114.070817	1.721692907			
5.15	244.76825	173.0340294	113.7290001	1.713314789			
5.2	245.79568	173.720751	113.3841668	1.705057802			
5.25	246.78537	174.4023144	113.0365235	1.696919055			
5.3	247.73914	175.0787907	112.6862694	1.688895752			
5.35	248.66428	175.7502492	112.3335973	1.68098519			
5.4	249.57005	176.416758	111.9786933	1.673184753			
5.45	250.4631	177.0783833	111.6217371	1.665491908			
5.5	251.34402	177.7351901	111.2629024	1.657904207			
5.55	252.20534	178.3872419	110.902357	1.650419274			
5.6	253.03189	179.0346009	110.5402629	1.64303481			
5.65	253.80479	179.6773279	110.1767764	1.635748589			
5.7	254.50862	180.3154824	109.8120484	1.62855845			
5.75	255.13857	180.9491228	109.4462245	1.621462301			
5.8	255.70274	181.5783062	109.0794453	1.614458112			
5.85	256.21771	182.2030884	108.7118462	1.607543913			
5.9	256.69974	182.8235243	108.3435579	1.600717793			
5.95	257.15683	183.4396676	107.9747063	1.593977899			
6	257.58456	184.0515709	107.605413	1.587322429			
6.05	257.96759	184.6592857	107.2357948	1.580749638			
