Galaxy	rho0	rnfw	sig0	sigb	rdisc	rbulge	ChiSq
NGC 2590	33441687383	126.1725867	8.48503E+14	48474096502	0.298958536	0.100437746	1.2603
							
Rkpc	Vkms	Vhalo	Vdisc	Vbulge			
0.05	41.56382	9.400473582	56.05298312	3.845099606			
0.1	83.12765	13.29076741	92.966885	2.718896006			
0.15	121.06355	16.27350329	120.8069256	2.219969293			
0.2	149.95903	18.7860656	142.3505739	1.922549803			
0.25	171.65744	20.99792077	159.1246788	1.71958082			
0.3	191.57127	22.99600577	172.1376517	1.569755341			
0.35	211.37378	24.83197935	182.1191032	1.453311046			
0.4	229.85387	26.53950925	189.6257024	1.359448003			
0.45	246.0231	28.14198756	195.0967068	1.281699869			
0.5	261.09259	29.65645055	198.8866229	1.215927259			
0.55	275.03519	31.09576274	201.286065	1.159341152			
0.6	286.13864	32.4699213	202.5359243	1.109984646			
0.65	294.94464	33.78687866	202.8374656	1.066438753			
0.7	302.52466	35.05308436	202.359797	1.027646096			
0.75	308.58932	36.27385522	201.2455642	0.992800449			
0.8	312.75638	37.45363585	199.6153977	0.961274901			
0.85	314.88779	38.59618691	197.5714554	0.932573636			
0.9	315.46738	39.70472403	195.2002895	0.906298669			
0.95	315.19241	40.78202249	192.5751991	0.882126348			
1	314.60199	41.83049736	189.7581807	0.85979041			
1.05	312.96338	42.85226581	186.8015617	0.839069524			
1.1	309.5394	43.84919618	183.7493785	0.81977799			
1.15	305.75406	44.82294714	180.6385464	0.801758691			
1.2	302.40921	45.77499931	177.4998591	0.78487767			
1.25	299.24109	46.70668088	174.3588459	0.769019921			
1.3	296.29993	47.61918879	171.2365095	0.754086074			
1.35	293.47653	48.51360622	168.1499645	0.739989764			
1.4	290.65601	49.3909172	165.1129891	0.726655523			
1.45	288.26965	50.25201885	162.1365051	0.714017072			
1.5	285.94531	51.09773183	159.2289941	0.70201593			
1.55	283.71948	51.92880916	156.3968602	0.690600276			
1.6	281.59406	52.74594377	153.6447455	0.679724001			
1.65	279.54672	53.54977504	150.9758046	0.669345926			
1.7	277.55005	54.34089443	148.3919434	0.659429142			
1.75	275.58713	55.11985036	145.8940265	0.649940458			
1.8	273.65768	55.8871525	143.4820572	0.640849934			
1.85	271.7757	56.64327547	141.1553335	0.632130481			
1.9	269.96124	57.38866218	138.9125825	0.623757522			
1.95	268.22964	58.12372669	136.7520761	0.615708701			
2	266.5834	58.84885679	134.6717304	0.607963629			
2.05	265.01031	59.56441628	132.6691907	0.60050367			
2.1	263.48929	60.27074701	130.7419033	0.59331175			
2.15	261.99887	60.9681707	128.8871764	0.586372193			
2.2	260.52313	61.65699053	127.1022315	0.579670576			
2.25	259.05301	62.33749265	125.3842454	0.573193607			
2.3	257.58456	63.00994748	123.7303857	0.566929008			
2.35	256.1163	63.67461088	122.1378392	0.560865421			
2.4	254.64674	64.33172525	120.6038353	0.554992323			
2.45	253.17146	64.9815205	119.1256638	0.549299944			
2.5	251.6778	65.62421491	117.7006892	0.543779201			
2.55	250.13788	66.26001599	116.3263618	0.53842164			
2.6	248.50497	66.88912116	115.0002249	0.533219376			
2.65	246.72012	67.51171845	113.7199202	0.52816505			
2.7	244.73209	68.12798713	112.4831913	0.52325178			
2.75	242.52266	68.73809824	111.2878848	0.518473125			
2.8	240.12297	69.34221514	110.1319507	0.513823048			
