Galaxy	rho0	rnfw	sig0	sigb	rdisc	rbulge	ChiSq
NGC 4096	9E+11	25.46103314	3E+13	6E+12	0.411594968	0.1	1.1193
							
Rkpc	Vkms	Vhalo	Vdisc	Vbulge			
0.05	17.25	21.88411842	9.625165442	42.59233027			
0.1	32.9375	30.90843464	16.3639856	30.11732556			
0.15	45.5	37.8056416	21.73424952	24.59069334			
0.2	55.4375	43.59743771	26.13849103	21.29616513			
0.25	63.25	48.68015645	29.79314732	19.04786916			
0.3	69.71875	53.25735404	32.83948503	17.38824602			
0.35	75.625	57.45012512	35.37937781	16.09838766			
0.4	80.9375	61.3374826	37.49083806	15.05866278			
0.45	85.625	64.97438804	39.23600354	14.19744342			
0.5	89.625	68.40091663	40.66573461	13.46887745			
0.55	92.875	71.647366	41.82248547	12.84207077			
0.6	95.5625	74.73730898	42.74221227	12.29534667			
0.65	97.875	77.68951952	43.45570465	11.81298698			
0.7	99.96875	80.51924212	43.98955247	11.38327908			
0.75	102	83.23905922	44.36687059	10.99729239			
0.8	104.0625	85.85950217	44.60785721	10.64808257			
0.85	106.25	88.38949266	44.73023373	10.33015744			
0.9	108.625	90.83666894	44.74959795	10.03910852			
0.95	111.25	93.20763152	44.67971243	9.771350705			
1	113.64063	95.50813144	44.53274303	9.523934579			
1.05	115.3125	97.74321669	44.31945881	9.294408451			
1.1	116.625	99.91734769	44.04940107	9.080715324			
1.15	117.9375	102.0344894	43.73102781	8.881114789			
1.2	119.15625	104.0981854	43.37183793	8.694123009			
1.25	120.1875	106.111619	42.97847885	8.518466053			
1.3	121.125	108.0776624	42.55684034	8.353043198			
1.35	122.0625	109.998918	42.11213667	8.196897781			
1.4	122.95313	111.8777532	41.64897892	8.049193832			
1.45	123.75	113.7163294	41.17143886	7.909197172			
1.5	124.5	115.5166258	40.6831056	7.776260021			
1.55	125.25	117.2804613	40.187136	7.649808341			
